x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.2725909948348999,0.8333972692489624,9.182387827877392e-08,0.3279363811016083,0.8259527087211609,-0.033037826,0.40004509687423706,0.7472643256187439,-0.053276684,0.41555851697921753,0.6523369550704956,-0.071366459,0.3744692802429199,0.6011047959327698,-0.087222099,0.3863298296928406,0.599646806716919,-0.032125022,0.4094354212284088,0.49801450967788696,-0.0604693,0.422819584608078,0.4357443153858185,-0.070123427,0.42444920539855957,0.37268728017807007,-0.077086017,0.32873013615608215,0.5891003012657166,-0.036312126,0.364767462015152,0.5482824444770813,-0.075374208,0.357969731092453,0.6633313298225403,-0.0714982,0.3439244031906128,0.6717209219932556,-0.058285378,0.27956995368003845,0.6045849323272705,-0.044613171,0.30620160698890686,0.5855787396430969,-0.096888952,0.31395775079727173,0.6926385164260864,-0.078251034,0.30001646280288696,0.6988807320594788,-0.053368185,0.22657468914985657,0.6329905390739441,-0.054594275,0.25614309310913086,0.6235120296478271,-0.090626664,0.27248504757881165,0.698249340057373,-0.073660366,0.26072901487350464,0.708337664604187,-0.053703133,one
0.2715684473514557,0.8473097681999207,-6.25E-08,0.3266298472881317,0.8374114036560059,-0.023241812,0.40198519825935364,0.7558728456497192,-0.042425379,0.41687363386154175,0.6556566953659058,-0.062393844,0.37742555141448975,0.6039463877677917,-0.08097554,0.390720009803772,0.5958465337753296,-0.024479399,0.4138927459716797,0.4996505379676819,-0.051592808,0.4246979355812073,0.4310438632965088,-0.061181813,0.4251067042350769,0.3722953796386719,-0.068715662,0.32868435978889465,0.5886253118515015,-0.033039868,0.368537038564682,0.55915766954422,-0.076568089,0.3621819019317627,0.6757316589355469,-0.075081624,0.3423478901386261,0.6873139142990112,-0.063679889,0.2786901891231537,0.6070857644081116,-0.044107359,0.30899012088775635,0.5869420766830444,-0.0984677,0.3167743384838104,0.6933251023292542,-0.076845191,0.2971941828727722,0.7074260115623474,-0.050563335,0.22409974038600922,0.6358828544616699,-0.055884548,0.25511008501052856,0.6224290132522583,-0.092119217,0.2724604308605194,0.6978597044944763,-0.072733216,0.2604246735572815,0.71170574426651,-0.0513153,one
0.269764244556427,0.8525822758674622,-4.00E-08,0.3270673155784607,0.8363180160522461,-0.025015753,0.39881592988967896,0.7570139765739441,-0.045867726,0.41723400354385376,0.6612750291824341,-0.067913771,0.3779199421405792,0.60816890001297,-0.089320228,0.3878100514411926,0.5987064242362976,-0.025731379,0.4124719500541687,0.5000588893890381,-0.052213769,0.4243391156196594,0.4305375814437866,-0.061375074,0.42600351572036743,0.3715147078037262,-0.068730928,0.3279765844345093,0.5930876731872559,-0.034282997,0.3658022880554199,0.5598436594009399,-0.079535007,0.35888975858688354,0.6746963262557983,-0.080073141,0.33959755301475525,0.6904199719429016,-0.069501087,0.2782762050628662,0.6110790967941284,-0.045198739,0.3075290024280548,0.5895115733146667,-0.099706456,0.3133167624473572,0.6950297951698303,-0.079020582,0.2945552468299866,0.7114577293395996,-0.05277323,0.22372812032699585,0.6400930881500244,-0.057063755,0.2538018524646759,0.6201028227806091,-0.09370932,0.2697763442993164,0.696219801902771,-0.074404307,0.2582482695579529,0.7148364782333374,-0.052457143,one
0.2688281536102295,0.8524518609046936,-3.41E-08,0.32785576581954956,0.8363842368125916,-0.023181384,0.4008733928203583,0.754918098449707,-0.043464556,0.41950201988220215,0.6573833227157593,-0.065657377,0.3788006007671356,0.6055018305778503,-0.08715333,0.38748711347579956,0.5942158102989197,-0.023139844,0.4131433665752411,0.4968724846839905,-0.049509957,0.42479991912841797,0.42856359481811523,-0.058855016,0.42568379640579224,0.3704753518104553,-0.066635378,0.3262738883495331,0.5880568027496338,-0.033220246,0.3676775097846985,0.5588503479957581,-0.079293765,0.36147794127464294,0.6741851568222046,-0.08076638,0.3408419191837311,0.6885924935340881,-0.070654757,0.2763864994049072,0.6068353652954102,-0.045644104,0.309530109167099,0.5901796221733093,-0.100957602,0.31600064039230347,0.6965879797935486,-0.081356503,0.2955520451068878,0.7120923399925232,-0.0558374,0.2221374660730362,0.6373506784439087,-0.058991075,0.25620001554489136,0.6279560923576355,-0.097047381,0.27304700016975403,0.7027629613876343,-0.079783872,0.2614864706993103,0.7177429795265198,-0.059170693,one
0.27057260274887085,0.8510019183158875,-6.17E-08,0.3268222510814667,0.8373750448226929,-0.019674508,0.40143805742263794,0.7544978857040405,-0.039037306,0.4168611764907837,0.6541922092437744,-0.061070263,0.37737029790878296,0.604834258556366,-0.08308851,0.38788437843322754,0.5906789898872375,-0.019724596,0.4120999872684479,0.49655771255493164,-0.043757793,0.42365938425064087,0.4251309037208557,-0.052499928,0.4256364107131958,0.36834490299224854,-0.060542922,0.32512572407722473,0.5826528072357178,-0.031005517,0.367989718914032,0.5564039945602417,-0.077151999,0.360036700963974,0.673007071018219,-0.079735637,0.3381023406982422,0.6927799582481384,-0.070202656,0.275596559047699,0.6018291115760803,-0.043866903,0.3089711666107178,0.5877771973609924,-0.098809861,0.3153764307498932,0.694091260433197,-0.07958027,0.2946445345878601,0.7148678302764893,-0.054360762,0.22126156091690063,0.6327186822891235,-0.057139792,0.2540380358695984,0.6220096349716187,-0.0946806,0.2710326611995697,0.6978620290756226,-0.077283613,0.2609233856201172,0.7147144079208374,-0.056733783,one
0.2706712484359741,0.8509825468063354,-4.91E-08,0.32779234647750854,0.834041953086853,-0.02131786,0.40122395753860474,0.7519544959068298,-0.040812857,0.41777485609054565,0.6535974144935608,-0.062756643,0.37627142667770386,0.6035363078117371,-0.084323764,0.38905343413352966,0.5909619331359863,-0.020203609,0.4134353995323181,0.49296730756759644,-0.045216385,0.42405807971954346,0.42368412017822266,-0.053957775,0.42532408237457275,0.3663027584552765,-0.061616637,0.3269195854663849,0.5845195055007935,-0.030826269,0.3673619329929352,0.5589457154273987,-0.076551966,0.3609272837638855,0.6730508804321289,-0.078807145,0.34091728925704956,0.6870689988136292,-0.069541223,0.2765647768974304,0.603938639163971,-0.043517392,0.3081834018230438,0.5894630551338196,-0.097868539,0.3153124749660492,0.6937878727912903,-0.078337625,0.29569217562675476,0.7100546956062317,-0.053376794,0.2212870717048645,0.6357025504112244,-0.056980211,0.25368303060531616,0.6248487830162048,-0.09435945,0.2710122764110565,0.6992706060409546,-0.076819226,0.2606029808521271,0.7150469422340393,-0.056161452,one
0.271621435880661,0.8483694791793823,-8.50E-08,0.3278479278087616,0.8380017280578613,-0.018213382,0.4044290781021118,0.7526906132698059,-0.035889059,0.41932207345962524,0.6501941680908203,-0.056537658,0.37640053033828735,0.6022318005561829,-0.077148154,0.3902527987957001,0.5886683464050293,-0.01638188,0.41423603892326355,0.4953913688659668,-0.038978931,0.42454448342323303,0.4243566393852234,-0.047044303,0.4259198307991028,0.36772963404655457,-0.054991432,0.3271772563457489,0.5793657898902893,-0.027986195,0.36937370896339417,0.5560729503631592,-0.071814865,0.3621487617492676,0.6710403561592102,-0.073781364,0.3409750759601593,0.6884828805923462,-0.064611852,0.2774861454963684,0.5982100367546082,-0.041256253,0.3104369640350342,0.5857260227203369,-0.093544833,0.3177211880683899,0.6898712515830994,-0.074132174,0.29712557792663574,0.7093839645385742,-0.0500721,0.22286725044250488,0.6286429166793823,-0.055093035,0.2561230957508087,0.6233814358711243,-0.090977095,0.27256906032562256,0.6985703110694885,-0.074045092,0.2619917094707489,0.7138445973396301,-0.054577261,one
0.2748170495033264,0.8479177951812744,-9.99E-08,0.32934415340423584,0.8373274803161621,-0.015397593,0.4062991142272949,0.7501150369644165,-0.031371474,0.41967853903770447,0.6469606161117554,-0.050657991,0.3763527572154999,0.600872814655304,-0.07015238,0.3919175863265991,0.5885710716247559,-0.013525296,0.4148310422897339,0.4958615005016327,-0.03409934,0.4243861138820648,0.42506712675094604,-0.040875174,0.4257497787475586,0.3693995177745819,-0.04826295,0.32883304357528687,0.5790987610816956,-0.025901912,0.3717159628868103,0.5572340488433838,-0.068700857,0.36336711049079895,0.6728630065917969,-0.070468292,0.3415146768093109,0.6905643343925476,-0.061291896,0.2795553505420685,0.5984405279159546,-0.039526802,0.3120705783367157,0.5856431722640991,-0.090552248,0.319244384765625,0.6899221539497375,-0.070614174,0.2984517514705658,0.7105235457420349,-0.046414297,0.22458530962467194,0.6295420527458191,-0.053409722,0.25649091601371765,0.620929479598999,-0.088218063,0.2729588747024536,0.6960821747779846,-0.070583671,0.26265302300453186,0.7123725414276123,-0.050790027,one
0.27384960651397705,0.8485997915267944,-8.14E-08,0.32845479249954224,0.838522732257843,-0.01783325,0.4049728810787201,0.7519314289093018,-0.035346668,0.41917333006858826,0.6491421461105347,-0.055785,0.3769541382789612,0.6019903421401978,-0.076410107,0.3917795419692993,0.5894909501075745,-0.015861845,0.4148578643798828,0.4953058958053589,-0.037968911,0.4254271984100342,0.4243227243423462,-0.045327689,0.4272763431072235,0.36802151799201965,-0.052642591,0.32877665758132935,0.5818248987197876,-0.027423512,0.37127813696861267,0.5560467839241028,-0.071854785,0.36270955204963684,0.673197865486145,-0.073738851,0.3405753970146179,0.6914346814155579,-0.064022154,0.27903634309768677,0.601558268070221,-0.040493324,0.3115222156047821,0.5855727195739746,-0.093795806,0.31785815954208374,0.6914126873016357,-0.073746547,0.29669642448425293,0.7123700976371765,-0.048567738,0.223610982298851,0.6319814324378967,-0.053847872,0.25507113337516785,0.6186839938163757,-0.090222359,0.2717512249946594,0.6947359442710876,-0.072139576,0.26127347350120544,0.7119224667549133,-0.051447488,one
0.27384811639785767,0.8483603596687317,-8.53E-08,0.32825735211372375,0.8363962173461914,-0.017149922,0.4049113988876343,0.7511671185493469,-0.034664884,0.41908079385757446,0.6496220827102661,-0.055273913,0.37766119837760925,0.6021285653114319,-0.076134913,0.3909166753292084,0.5886361002922058,-0.015570492,0.41442954540252686,0.49601227045059204,-0.037566479,0.42507028579711914,0.4248414635658264,-0.045196403,0.4269844889640808,0.36887624859809875,-0.052799892,0.32807180285453796,0.5800869464874268,-0.027618665,0.37179115414619446,0.5559107065200806,-0.07164856,0.3631185293197632,0.6720346212387085,-0.07377436,0.34057965874671936,0.6910316944122314,-0.06435699,0.27870672941207886,0.5995408892631531,-0.041115247,0.312463641166687,0.5856561064720154,-0.093664125,0.3183864951133728,0.6905787587165833,-0.074170165,0.29690948128700256,0.7110428214073181,-0.049596496,0.22394266724586487,0.6306273341178894,-0.054902948,0.25680238008499146,0.6196720600128174,-0.090628736,0.2730385661125183,0.6950505971908569,-0.072917782,0.26234668493270874,0.7115123271942139,-0.052670896,one
